gesto,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
rock,0.408714,0.804524,0.000000,0.469001,0.697235,0.012369,0.494597,0.600093,0.011906,0.505909,0.518411,0.010362,0.514870,0.457952,0.008820,0.412796,0.537424,-0.009177,0.364905,0.410926,-0.002600,0.343936,0.343166,0.004847,0.328282,0.290870,0.009285,0.356458,0.554565,-0.014076,0.324518,0.471691,0.005631,0.336897,0.502101,0.025018,0.347759,0.532500,0.034168,0.305503,0.587931,-0.016542,0.284574,0.505166,0.004428,0.296015,0.530653,0.022153,0.307166,0.556029,0.028608,0.262620,0.621919,-0.018792,0.220877,0.521094,-0.007523,0.203669,0.479627,0.002119,0.194271,0.447907,0.007027
rock,0.424920,0.814449,0.000000,0.485419,0.707286,0.012978,0.509277,0.612414,0.012044,0.515848,0.529635,0.009857,0.527546,0.464741,0.007614,0.435764,0.563540,-0.009636,0.378966,0.439756,-0.003693,0.353755,0.375303,0.004053,0.330823,0.325505,0.008783,0.380516,0.581494,-0.015425,0.339911,0.500934,0.004391,0.354284,0.529385,0.024740,0.365744,0.557490,0.034420,0.330572,0.615239,-0.018864,0.295078,0.533353,0.001579,0.307214,0.556930,0.020356,0.320417,0.580586,0.027545,0.286942,0.648165,-0.022025,0.237609,0.552174,-0.011493,0.214208,0.511175,-0.001229,0.200147,0.479143,0.004352
rock,0.441457,0.826453,0.000000,0.497184,0.723421,0.015321,0.520436,0.628969,0.013694,0.523134,0.544489,0.009991,0.533271,0.478311,0.005899,0.458599,0.583471,-0.010820,0.395407,0.456762,-0.008100,0.366920,0.391496,-0.002113,0.340882,0.342147,0.001556,0.409490,0.600630,-0.019549,0.346373,0.517238,-0.003064,0.356147,0.552733,0.016468,0.371232,0.584497,0.025878,0.360256,0.632313,-0.025896,0.305691,0.549517,-0.009236,0.314941,0.578564,0.009030,0.331632,0.605753,0.016295,0.313976,0.664748,-0.031818,0.257967,0.572196,-0.024909,0.231945,0.533076,-0.015501,0.217201,0.500667,-0.010215
rock,0.445548,0.827421,0.000000,0.502294,0.725950,0.012822,0.526701,0.631400,0.010580,0.528182,0.546451,0.006786,0.537161,0.481007,0.002769,0.458829,0.586589,-0.012274,0.395629,0.458570,-0.009336,0.369530,0.392375,-0.003228,0.345723,0.342738,0.000520,0.408309,0.604583,-0.019562,0.346049,0.521017,-0.002551,0.357562,0.556746,0.016999,0.373244,0.588582,0.026334,0.358529,0.637155,-0.024658,0.305612,0.555158,-0.007503,0.316109,0.585746,0.010385,0.333084,0.613865,0.017370,0.312342,0.670352,-0.029545,0.257452,0.574718,-0.022469,0.233277,0.534099,-0.013417,0.220058,0.501049,-0.008400
rock,0.532387,0.825600,0.000000,0.582468,0.718848,0.014099,0.604048,0.618158,0.012755,0.610349,0.532337,0.009670,0.628647,0.465410,0.006248,0.543631,0.571917,-0.013549,0.477600,0.445434,-0.011446,0.448968,0.383194,-0.005189,0.425095,0.336987,-0.001336,0.491386,0.592883,-0.022153,0.420065,0.511053,-0.006543,0.427411,0.543841,0.012304,0.445324,0.566965,0.020891,0.440730,0.628169,-0.028396,0.382813,0.549782,-0.012734,0.389393,0.579522,0.004713,0.407302,0.601286,0.011212,0.392720,0.664847,-0.034320,0.338234,0.570433,-0.028558,0.311079,0.529553,-0.020111,0.296192,0.494334,-0.015680
rock,0.539361,0.673883,-0.000000,0.606815,0.581730,0.007096,0.648918,0.502169,0.004326,0.681211,0.438883,-0.004331,0.700928,0.384176,-0.012602,0.633756,0.407410,0.015187,0.652422,0.298183,0.007668,0.664803,0.240919,0.002225,0.674643,0.193766,-0.001456,0.607162,0.424781,0.000855,0.614800,0.327202,-0.013686,0.621149,0.369305,-0.017768,0.628528,0.408651,-0.015866,0.575781,0.449452,-0.015135,0.576731,0.355428,-0.028406,0.582316,0.400919,-0.028321,0.589963,0.438774,-0.023949,0.545203,0.481289,-0.032127,0.518978,0.392764,-0.040565,0.497466,0.349066,-0.043012,0.484247,0.309607,-0.042849
rock,0.526581,0.686130,-0.000000,0.598488,0.597431,0.006238,0.641682,0.516179,0.003860,0.674280,0.451365,-0.003892,0.693539,0.392904,-0.011286,0.632118,0.417476,0.013763,0.653370,0.301869,0.007070,0.664713,0.240492,0.002325,0.674077,0.189743,-0.000920,0.608027,0.434997,0.000758,0.620778,0.332543,-0.012155,0.629639,0.371141,-0.015100,0.638029,0.408656,-0.012705,0.580030,0.459451,-0.013858,0.584388,0.359206,-0.025942,0.591077,0.401521,-0.025467,0.599264,0.436871,-0.021091,0.552543,0.490576,-0.029497,0.526559,0.399104,-0.037586,0.505233,0.352316,-0.039940,0.492801,0.309093,-0.039757
rock,0.539097,0.680643,-0.000000,0.604824,0.587696,0.004920,0.643553,0.512991,-0.000299,0.674263,0.457123,-0.011329,0.692917,0.403568,-0.022362,0.625487,0.412412,0.011096,0.640385,0.309098,0.000623,0.648491,0.254690,-0.007883,0.655223,0.207774,-0.013699,0.597891,0.432371,-0.003462,0.596446,0.339372,-0.021765,0.605106,0.383299,-0.029053,0.616049,0.425799,-0.029256,0.567203,0.459772,-0.019762,0.556720,0.369097,-0.035797,0.566429,0.411013,-0.038594,0.578879,0.446678,-0.036350,0.539471,0.493967,-0.037182,0.509143,0.411595,-0.047317,0.491226,0.373317,-0.051465,0.483173,0.338543,-0.052833
rock,0.511875,0.700651,0.000000,0.568052,0.596682,0.011941,0.601856,0.501647,0.013477,0.633386,0.432651,0.009378,0.654419,0.367911,0.004898,0.588791,0.420138,0.019278,0.608842,0.313312,0.016156,0.616714,0.251281,0.012181,0.622306,0.199347,0.009123,0.565137,0.440939,0.006028,0.564998,0.343110,-0.002038,0.563770,0.371385,-0.005207,0.564027,0.410694,-0.004114,0.544024,0.470696,-0.007869,0.541029,0.371473,-0.014996,0.539622,0.399591,-0.015598,0.539127,0.431060,-0.013481,0.530154,0.505402,-0.022132,0.521351,0.424879,-0.026715,0.507666,0.397229,-0.028237,0.497186,0.378451,-0.028195
rock,0.468410,0.672653,0.000000,0.521051,0.565336,0.010475,0.535492,0.468063,0.014928,0.537320,0.394817,0.014203,0.539746,0.339914,0.013822,0.480213,0.390496,0.023641,0.477562,0.284804,0.026922,0.482369,0.233153,0.026981,0.484262,0.189630,0.025216,0.465547,0.395942,0.012207,0.492213,0.314434,0.017072,0.497140,0.285172,0.015078,0.492538,0.260281,0.011363,0.458997,0.416529,-0.000018,0.512116,0.382877,0.004181,0.524354,0.422396,0.005546,0.523419,0.447693,0.005369,0.460284,0.448193,-0.013511,0.502339,0.418293,-0.011138,0.517124,0.434008,-0.009822,0.523360,0.450508,-0.009012
rock,0.474079,0.757940,0.000000,0.557153,0.720944,0.018182,0.615321,0.682925,0.026972,0.641561,0.661580,0.033020,0.630949,0.652794,0.040416,0.605845,0.501933,0.021816,0.621780,0.403149,0.036794,0.617639,0.387990,0.050060,0.605876,0.384155,0.058791,0.553905,0.483256,0.016697,0.560313,0.366113,0.032705,0.552599,0.336135,0.046498,0.546728,0.329370,0.055232,0.504857,0.493766,0.013260,0.508793,0.400118,0.029411,0.503309,0.399808,0.042099,0.498930,0.408927,0.050062,0.456684,0.522862,0.010198,0.446227,0.456818,0.023354,0.447693,0.450357,0.032386,0.454505,0.456555,0.039126
rock,0.587393,0.725983,0.000000,0.616913,0.642467,0.001367,0.607647,0.574961,0.005180,0.599936,0.511302,0.006902,0.609019,0.447809,0.008701,0.557727,0.502568,0.024726,0.530370,0.406888,0.033384,0.517562,0.364474,0.037839,0.510738,0.332227,0.040456,0.554307,0.509331,0.023994,0.532677,0.410364,0.034860,0.529626,0.362792,0.037355,0.532977,0.330775,0.038118,0.561726,0.526877,0.021811,0.555129,0.444695,0.031141,0.558867,0.413462,0.032668,0.565171,0.385991,0.032663,0.577176,0.550463,0.018080,0.571802,0.490923,0.024613,0.584332,0.462658,0.026614,0.601673,0.442092,0.027723
rock,0.735355,0.748517,0.000000,0.664510,0.692278,-0.018129,0.607811,0.606171,-0.022295,0.578483,0.522616,-0.026100,0.533445,0.454780,-0.028389,0.632554,0.497182,0.006494,0.615028,0.392696,0.002541,0.603977,0.344424,0.000168,0.594716,0.304270,-0.000609,0.687568,0.489190,0.010550,0.698763,0.395208,0.003778,0.724990,0.438582,0.000566,0.735674,0.463671,0.002455,0.732759,0.492990,0.010861,0.739645,0.414939,0.002379,0.759795,0.468087,-0.000729,0.765977,0.503748,0.001691,0.769291,0.505681,0.008276,0.757714,0.433139,0.004132,0.754430,0.405582,-0.000105,0.741460,0.376063,-0.001022
rock,0.734673,0.738931,-0.000000,0.664792,0.684512,-0.025584,0.596358,0.609428,-0.033334,0.550622,0.531551,-0.038790,0.507743,0.464420,-0.042334,0.609766,0.495230,-0.004116,0.577073,0.396421,-0.010244,0.560264,0.350132,-0.013358,0.546606,0.311660,-0.014219,0.666232,0.483661,0.004683,0.669775,0.395219,-0.003706,0.693918,0.443049,-0.006861,0.700069,0.465695,-0.004700,0.713532,0.482932,0.009568,0.715129,0.409713,-0.000786,0.738182,0.473205,-0.004848,0.744134,0.514364,-0.002489,0.752231,0.491034,0.011316,0.732994,0.421323,0.005887,0.728915,0.392487,0.000336,0.713085,0.359013,-0.001263
rock,0.744030,0.735542,-0.000000,0.676496,0.683787,-0.017799,0.614022,0.606036,-0.020880,0.575806,0.522092,-0.022923,0.523550,0.457685,-0.023107,0.631012,0.497716,0.005305,0.602870,0.391955,0.003405,0.585513,0.344327,0.003893,0.572796,0.303762,0.005100,0.685797,0.483712,0.010593,0.688765,0.388779,0.006341,0.715926,0.437027,0.006118,0.728500,0.460612,0.010159,0.729636,0.480919,0.012414,0.730609,0.399941,0.004747,0.754296,0.462808,0.002401,0.764125,0.500978,0.005969,0.765035,0.488630,0.011764,0.744701,0.412380,0.008194,0.741243,0.384964,0.004087,0.728167,0.355212,0.003661
rock,0.699594,0.730398,0.000000,0.663992,0.678340,0.008572,0.613998,0.643880,0.021131,0.590558,0.600781,0.030240,0.590783,0.560839,0.039231,0.597713,0.553553,0.043711,0.584221,0.481119,0.059787,0.586431,0.464159,0.065704,0.581133,0.454009,0.067993,0.636660,0.554664,0.041914,0.662748,0.513523,0.054208,0.687913,0.565838,0.053969,0.693634,0.610713,0.054473,0.674989,0.559971,0.039931,0.693044,0.534645,0.048772,0.698601,0.582442,0.044612,0.692941,0.615277,0.042187,0.709886,0.571055,0.037332,0.701555,0.544138,0.043232,0.700275,0.551916,0.040960,0.692451,0.555953,0.039751
rock,0.381439,0.783534,0.000000,0.488163,0.744331,-0.006171,0.576170,0.669838,-0.016195,0.631758,0.609169,-0.031813,0.679786,0.584511,-0.047384,0.529453,0.513818,0.003975,0.558560,0.375570,-0.014284,0.577553,0.297057,-0.032663,0.598186,0.224583,-0.044829,0.461654,0.503799,-0.005520,0.472848,0.451111,-0.033558,0.456934,0.558393,-0.047502,0.451102,0.627724,-0.049518,0.396321,0.506167,-0.017445,0.416919,0.441932,-0.040932,0.413286,0.538408,-0.046618,0.410452,0.610087,-0.043591,0.335174,0.510568,-0.031795,0.313775,0.407357,-0.043775,0.304603,0.348333,-0.049400,0.301834,0.290354,-0.051486
rock,0.412200,0.800267,0.000000,0.483884,0.732063,-0.009633,0.543441,0.627842,-0.020444,0.593823,0.551843,-0.036050,0.642972,0.519528,-0.051611,0.451752,0.503305,0.003606,0.430259,0.363400,-0.011856,0.415740,0.287001,-0.026839,0.404090,0.224233,-0.037543,0.394377,0.517018,-0.005536,0.393664,0.449675,-0.031078,0.416775,0.539182,-0.043886,0.431311,0.596294,-0.045510,0.337387,0.541639,-0.017572,0.330521,0.473523,-0.038928,0.362116,0.549408,-0.045099,0.388161,0.603093,-0.043183,0.282444,0.574920,-0.032182,0.226042,0.486440,-0.042930,0.197946,0.438629,-0.047976,0.180451,0.383611,-0.049669
rock,0.275932,0.734176,0.000000,0.357820,0.728101,-0.014523,0.451463,0.709144,-0.032337,0.515944,0.714249,-0.054385,0.569037,0.751621,-0.075191,0.461410,0.530002,-0.010971,0.528894,0.433972,-0.033367,0.562783,0.378003,-0.052898,0.593422,0.327150,-0.064546,0.403990,0.497403,-0.017104,0.429289,0.460173,-0.045959,0.391156,0.557024,-0.058596,0.371934,0.620410,-0.060758,0.343053,0.478089,-0.025906,0.368243,0.431002,-0.046049,0.342286,0.524484,-0.048876,0.331443,0.592904,-0.045552,0.286142,0.464645,-0.038016,0.298703,0.363904,-0.045836,0.310748,0.313278,-0.048511,0.330482,0.272349,-0.049764
rock,0.248502,0.714889,-0.000000,0.366522,0.725714,-0.030517,0.492771,0.701894,-0.062770,0.585614,0.698673,-0.098293,0.669583,0.709397,-0.133637,0.494675,0.462624,-0.041516,0.578106,0.312782,-0.081828,0.628598,0.225192,-0.114308,0.676285,0.145123,-0.134798,0.412328,0.431390,-0.047332,0.449376,0.385952,-0.093625,0.407884,0.523048,-0.112332,0.387152,0.601928,-0.116996,0.332005,0.415745,-0.058125,0.367075,0.354366,-0.094994,0.350191,0.466260,-0.103150,0.339091,0.546368,-0.101731,0.256710,0.404537,-0.073512,0.258174,0.279153,-0.096228,0.261876,0.207112,-0.107133,0.266730,0.142536,-0.113239
rock,0.264874,0.780031,-0.000000,0.381266,0.789846,-0.023114,0.507063,0.754603,-0.051316,0.598404,0.754673,-0.083968,0.681591,0.786844,-0.116584,0.511110,0.519709,-0.035094,0.585847,0.370250,-0.072245,0.631063,0.281409,-0.103215,0.674690,0.207422,-0.122706,0.427084,0.491876,-0.043093,0.471069,0.454313,-0.085443,0.433814,0.589816,-0.102970,0.410005,0.674677,-0.107415,0.345350,0.480795,-0.054963,0.386874,0.428871,-0.086860,0.369780,0.543824,-0.093196,0.356918,0.626769,-0.091734,0.265537,0.471948,-0.071101,0.266790,0.340321,-0.090827,0.271517,0.263684,-0.100210,0.280019,0.196704,-0.105872
rock,0.268569,0.787339,-0.000000,0.383191,0.797929,-0.025246,0.507476,0.764715,-0.054492,0.599981,0.765396,-0.087673,0.687372,0.791134,-0.120907,0.514966,0.529654,-0.038083,0.590382,0.384564,-0.075871,0.635878,0.296775,-0.107536,0.680586,0.223066,-0.127465,0.433378,0.499435,-0.044967,0.476325,0.465818,-0.087278,0.438605,0.596630,-0.105336,0.414860,0.682756,-0.110613,0.351040,0.487329,-0.055798,0.393125,0.439878,-0.087467,0.374287,0.551989,-0.094560,0.359709,0.634639,-0.094092,0.270824,0.476923,-0.071009,0.273255,0.351751,-0.090947,0.274941,0.275665,-0.100891,0.280648,0.209750,-0.107207
rock,0.395516,0.862221,0.000000,0.467715,0.805191,-0.007737,0.532140,0.706667,-0.019681,0.583474,0.641697,-0.037050,0.637469,0.623972,-0.054781,0.471987,0.568633,0.000526,0.469749,0.432779,-0.016786,0.469404,0.353990,-0.034613,0.471718,0.286862,-0.047139,0.407623,0.579113,-0.009508,0.411331,0.525266,-0.035771,0.425349,0.621854,-0.050415,0.432309,0.687636,-0.054070,0.347137,0.603149,-0.021575,0.343548,0.543511,-0.041958,0.368380,0.628841,-0.047940,0.387474,0.689032,-0.047016,0.287342,0.630656,-0.036224,0.240905,0.530511,-0.046297,0.219224,0.480013,-0.050806,0.205348,0.425165,-0.053087
rock,0.393759,0.865173,0.000000,0.466969,0.808069,-0.006386,0.531745,0.710182,-0.018588,0.581538,0.646200,-0.036579,0.632754,0.626616,-0.054985,0.464429,0.567502,0.000513,0.461039,0.431281,-0.017143,0.460875,0.352773,-0.035244,0.464523,0.286070,-0.048117,0.399512,0.579236,-0.010772,0.407658,0.528020,-0.037137,0.424248,0.623763,-0.051758,0.432064,0.687916,-0.055682,0.339562,0.605723,-0.024002,0.338602,0.550156,-0.044465,0.365940,0.635769,-0.050030,0.386335,0.695399,-0.049100,0.280951,0.635956,-0.039765,0.235832,0.538454,-0.050278,0.214440,0.488740,-0.054722,0.200281,0.434152,-0.057022
rock,0.407608,0.809520,0.000000,0.485523,0.782872,0.000867,0.565711,0.734204,-0.006911,0.625290,0.713874,-0.021397,0.685711,0.734652,-0.035421,0.573500,0.597756,0.011653,0.631612,0.515495,-0.002840,0.667302,0.466048,-0.017834,0.697763,0.424159,-0.026879,0.525733,0.577532,-0.000002,0.555847,0.533234,-0.020118,0.531818,0.615801,-0.032533,0.515162,0.673412,-0.036223,0.477411,0.568712,-0.013277,0.505247,0.517886,-0.025746,0.492000,0.603956,-0.029719,0.480056,0.663675,-0.029033,0.428541,0.562747,-0.028722,0.437053,0.463769,-0.032071,0.443424,0.414610,-0.034698,0.450696,0.371832,-0.037024
rock,0.414996,0.811387,0.000000,0.492002,0.784848,-0.000979,0.569817,0.735236,-0.009123,0.626883,0.710924,-0.023559,0.689185,0.722408,-0.037637,0.579210,0.598097,0.010519,0.631839,0.515550,-0.003666,0.665934,0.465354,-0.018777,0.696238,0.422453,-0.028080,0.530332,0.577997,-0.000125,0.559029,0.534441,-0.020098,0.535706,0.615736,-0.033102,0.520002,0.675112,-0.037361,0.480827,0.570119,-0.012444,0.506611,0.523031,-0.025228,0.494004,0.608743,-0.030017,0.483080,0.667839,-0.030008,0.430394,0.564285,-0.027008,0.436900,0.467876,-0.031211,0.441591,0.419437,-0.034606,0.448342,0.375877,-0.037464
rock,0.464307,0.847806,0.000000,0.524805,0.789121,-0.003120,0.570313,0.711218,-0.012064,0.606738,0.658943,-0.026616,0.654687,0.633135,-0.041463,0.542884,0.590637,0.007211,0.547093,0.477522,-0.004664,0.555459,0.424443,-0.017571,0.563658,0.383929,-0.026945,0.495847,0.595100,-0.003782,0.497967,0.546906,-0.022251,0.509301,0.623095,-0.034725,0.514856,0.678811,-0.039320,0.451210,0.613646,-0.016341,0.451440,0.562942,-0.030112,0.469191,0.634773,-0.035894,0.477455,0.682763,-0.037212,0.403880,0.633443,-0.030969,0.370131,0.553488,-0.038074,0.354131,0.518212,-0.042093,0.341307,0.477618,-0.044958
rock,0.450678,0.840157,0.000000,0.512601,0.781474,-0.000460,0.556973,0.708005,-0.007266,0.593080,0.656036,-0.020022,0.642341,0.631476,-0.032895,0.531851,0.586625,0.013193,0.540479,0.478846,0.003800,0.550100,0.426709,-0.007458,0.558556,0.386980,-0.015785,0.485841,0.590268,0.001750,0.485059,0.539994,-0.014370,0.493059,0.616166,-0.025733,0.498628,0.671123,-0.029586,0.441375,0.607637,-0.011170,0.440416,0.557704,-0.023298,0.455864,0.631144,-0.028784,0.464224,0.679693,-0.029676,0.395161,0.628778,-0.025895,0.358395,0.555045,-0.031430,0.340777,0.524340,-0.034760,0.326526,0.487824,-0.036966
rock,0.445509,0.803933,0.000000,0.503787,0.723144,-0.005835,0.540176,0.631105,-0.016378,0.572482,0.561587,-0.032074,0.614271,0.518801,-0.047883,0.475363,0.529249,0.003679,0.468465,0.416230,-0.011122,0.466112,0.354396,-0.024492,0.465074,0.299818,-0.033957,0.426799,0.545733,-0.007386,0.421957,0.482455,-0.030926,0.440914,0.553951,-0.042374,0.452616,0.604760,-0.044505,0.378597,0.574932,-0.020843,0.365222,0.511807,-0.040690,0.395498,0.577898,-0.045740,0.417597,0.621792,-0.044193,0.331297,0.612545,-0.036324,0.271729,0.540277,-0.047258,0.242429,0.508315,-0.051190,0.220218,0.468004,-0.052350
rock,0.716777,0.850235,0.000000,0.611069,0.797366,-0.010461,0.539516,0.694923,-0.017141,0.488953,0.614426,-0.028088,0.417691,0.574702,-0.038722,0.601329,0.549373,0.011675,0.567984,0.426501,-0.005672,0.552062,0.354790,-0.022115,0.539717,0.299053,-0.031678,0.661314,0.547584,0.005055,0.637688,0.458987,-0.022749,0.620440,0.557754,-0.038569,0.617460,0.630070,-0.040815,0.721725,0.557877,-0.005163,0.700486,0.464518,-0.029128,0.668400,0.553948,-0.038432,0.652492,0.621809,-0.037052,0.782878,0.573639,-0.018531,0.791564,0.457127,-0.031098,0.785336,0.395972,-0.039862,0.784402,0.337770,-0.043871
rock,0.711390,0.807880,0.000000,0.597999,0.761901,0.002634,0.507432,0.697507,0.003599,0.435959,0.651428,-0.001557,0.357417,0.639712,-0.006771,0.532172,0.545895,0.026622,0.465176,0.438539,0.017380,0.436308,0.383016,0.007262,0.415441,0.336619,0.001856,0.589285,0.526986,0.017047,0.547278,0.434397,-0.001345,0.550173,0.534574,-0.011778,0.562832,0.608618,-0.011200,0.648725,0.519877,0.005220,0.613673,0.427370,-0.010861,0.600203,0.525034,-0.015666,0.597765,0.597843,-0.011974,0.708271,0.523408,-0.008491,0.693556,0.409748,-0.016231,0.676652,0.354954,-0.021797,0.665446,0.302309,-0.023457
rock,0.713338,0.815799,0.000000,0.608957,0.777915,-0.003774,0.521939,0.707530,-0.007249,0.454505,0.660154,-0.015610,0.377553,0.649487,-0.024027,0.535224,0.562943,0.013612,0.465228,0.461722,0.000525,0.434861,0.407556,-0.012114,0.413376,0.362554,-0.019143,0.593271,0.542000,0.006495,0.555998,0.462073,-0.013554,0.569984,0.560089,-0.025380,0.586600,0.634633,-0.026699,0.653269,0.534652,-0.002788,0.615704,0.451517,-0.019142,0.608102,0.544028,-0.024028,0.607037,0.614312,-0.021586,0.711053,0.536099,-0.014540,0.692158,0.419230,-0.022646,0.675755,0.362243,-0.028220,0.661510,0.309751,-0.030508
rock,0.661120,0.842256,0.000000,0.565181,0.800680,0.006738,0.487041,0.739240,0.010174,0.436019,0.695799,0.007780,0.372814,0.673831,0.005402,0.522847,0.614471,0.029617,0.464490,0.515788,0.023479,0.438869,0.466435,0.014758,0.421149,0.427081,0.009911,0.575556,0.603043,0.020261,0.536348,0.527134,0.007111,0.539950,0.609784,-0.002839,0.549292,0.673701,-0.003698,0.626280,0.600137,0.009540,0.594058,0.531035,-0.000322,0.586000,0.619497,-0.003826,0.587708,0.678284,-0.001596,0.676290,0.602105,-0.002761,0.661761,0.502558,-0.007344,0.646956,0.460205,-0.010785,0.638865,0.415288,-0.011791
rock,0.664099,0.791665,0.000000,0.566870,0.742372,-0.002456,0.484327,0.670184,-0.010942,0.424742,0.631896,-0.026136,0.361383,0.618888,-0.041824,0.528797,0.508533,0.008409,0.475249,0.397304,-0.009361,0.450564,0.337448,-0.027591,0.434570,0.287045,-0.039395,0.589156,0.506204,-0.003723,0.566506,0.447540,-0.029018,0.560867,0.533535,-0.045107,0.562467,0.594212,-0.050282,0.650294,0.518265,-0.017989,0.631072,0.458911,-0.037061,0.612128,0.537930,-0.042699,0.601009,0.595702,-0.042163,0.708216,0.536331,-0.035111,0.703408,0.434105,-0.045777,0.691296,0.379542,-0.051640,0.682429,0.325879,-0.054943
rock,0.655406,0.847561,-0.000000,0.548954,0.785626,-0.015212,0.480381,0.653482,-0.028609,0.427740,0.559254,-0.046745,0.343113,0.508580,-0.064267,0.572178,0.500823,0.000430,0.555727,0.352004,-0.024407,0.543637,0.258151,-0.046300,0.535215,0.180274,-0.059818,0.643944,0.516209,-0.007923,0.635951,0.433154,-0.046063,0.600697,0.548650,-0.063772,0.585833,0.621772,-0.065365,0.718105,0.544689,-0.020303,0.710473,0.452970,-0.052919,0.655876,0.547675,-0.061105,0.624656,0.616553,-0.056874,0.792115,0.579498,-0.036445,0.826262,0.452039,-0.052843,0.836522,0.383069,-0.060861,0.851624,0.316302,-0.063544
rock,0.630834,0.833907,-0.000000,0.531925,0.761317,-0.015085,0.476031,0.622637,-0.028472,0.433160,0.521071,-0.046165,0.359643,0.454914,-0.063215,0.576779,0.486923,0.000704,0.573629,0.343997,-0.024354,0.564987,0.256510,-0.045478,0.557664,0.181906,-0.058294,0.644118,0.508734,-0.007635,0.632094,0.419257,-0.046510,0.585487,0.528888,-0.063667,0.564638,0.597099,-0.064755,0.712653,0.542196,-0.020238,0.703197,0.446160,-0.054039,0.642421,0.534090,-0.062095,0.609061,0.593719,-0.057533,0.781079,0.581347,-0.036404,0.818782,0.459768,-0.054402,0.833623,0.394938,-0.062673,0.854630,0.325697,-0.065121
rock,0.631821,0.860786,-0.000000,0.542639,0.784110,-0.009862,0.494926,0.645338,-0.019669,0.451677,0.545095,-0.034309,0.380073,0.483727,-0.048340,0.600460,0.518415,0.009158,0.603013,0.377833,-0.011073,0.594319,0.292142,-0.029367,0.586279,0.223443,-0.040554,0.660500,0.538415,0.000224,0.646130,0.452659,-0.033630,0.604124,0.562557,-0.049098,0.585039,0.637454,-0.049447,0.720596,0.571348,-0.012294,0.709942,0.477597,-0.041222,0.656686,0.566342,-0.048309,0.627941,0.631325,-0.043926,0.782620,0.611623,-0.027969,0.823475,0.494123,-0.042130,0.839761,0.434339,-0.048669,0.861463,0.373574,-0.050398
rock,0.729335,0.852682,0.000000,0.616901,0.799506,0.023753,0.547338,0.720354,0.033071,0.489246,0.677264,0.030128,0.443935,0.657085,0.027349,0.626489,0.578602,0.063495,0.596983,0.462984,0.065889,0.580177,0.410776,0.061082,0.564832,0.373315,0.056803,0.664261,0.578180,0.040510,0.607189,0.508348,0.030057,0.588373,0.563010,0.016492,0.580720,0.597628,0.013124,0.698337,0.578619,0.016037,0.630411,0.521734,0.004752,0.593023,0.607706,-0.003376,0.577796,0.670274,-0.003003,0.733810,0.576421,-0.009257,0.709207,0.467312,-0.015875,0.686629,0.413864,-0.021474,0.672691,0.361596,-0.023921
rock,0.729083,0.842287,0.000000,0.613256,0.793215,0.007408,0.532475,0.703440,0.010204,0.472448,0.645279,0.004967,0.405488,0.626132,-0.000015,0.605632,0.563096,0.039975,0.573697,0.463261,0.033069,0.556479,0.411589,0.023173,0.542528,0.374465,0.017500,0.661505,0.554886,0.026783,0.638596,0.476703,0.010284,0.628387,0.561365,-0.002505,0.627572,0.623744,-0.004024,0.715468,0.555035,0.011040,0.687486,0.477434,-0.002781,0.657185,0.564536,-0.008754,0.640618,0.630011,-0.006457,0.766279,0.560537,-0.006828,0.761149,0.449457,-0.012572,0.746899,0.392468,-0.017515,0.736052,0.339548,-0.019344
rock,0.630072,0.830607,0.000000,0.539864,0.763780,-0.002827,0.480735,0.665566,-0.005519,0.434072,0.596920,-0.013113,0.361830,0.573328,-0.020519,0.523575,0.543958,0.016806,0.490827,0.433580,0.004861,0.476202,0.369860,-0.008342,0.466453,0.315651,-0.016510,0.583211,0.541884,0.008575,0.578853,0.473367,-0.010708,0.568944,0.555434,-0.023111,0.564807,0.612844,-0.025520,0.642931,0.556121,-0.002010,0.642439,0.485558,-0.017747,0.617143,0.561704,-0.023345,0.599423,0.619036,-0.021902,0.702839,0.575665,-0.015116,0.713106,0.481713,-0.021906,0.712916,0.433390,-0.026812,0.714959,0.387952,-0.029073
rock,0.596701,0.825894,0.000000,0.525160,0.771741,-0.020188,0.474781,0.696856,-0.028733,0.440161,0.622443,-0.037564,0.377565,0.569994,-0.044980,0.490593,0.566616,0.001378,0.467340,0.446310,-0.011577,0.456461,0.384825,-0.023113,0.451478,0.332642,-0.030231,0.547325,0.566019,0.002977,0.544350,0.485848,-0.019221,0.541716,0.565025,-0.031383,0.544341,0.611403,-0.032665,0.598795,0.576556,0.001032,0.602374,0.497357,-0.020528,0.587424,0.576433,-0.028919,0.579979,0.625830,-0.027314,0.650354,0.592761,-0.003891,0.657319,0.502858,-0.016046,0.662660,0.460783,-0.024275,0.670172,0.414067,-0.027412
